/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_INFO_DESCR_LauncherUpgr" = "Explosives are fun, as we all know, and Unreal Arms agreed with the sentiment. Eight high-yield rocket-propelled grenades are loaded one at a time into the launcher until finally the load is unleashed.\n\nThe secondary trigger can be held to select the mode of fire -- the default mode shoots all eight in a horizontal line forward. The second mode shoots the rockets in a spiral pattern for maximum damage on one area, and the third and final mode hurls all of the grenades out of their rocket casings.";
"LITH_INFO_SHORT_LauncherUpg2" = "$LITH_UPGRADE_TITLE_HomingRPG";
"LITH_INFO_TITLE_LauncherUpg2" = "SYM4.3 D.788 HOMING ROCKET SYSTEM";
"LITH_INFO_DESCR_LauncherUpg2" = "This is a modification that adds an extra nanomachine dispenser to the gun's PCI bus, which attaches several hundred thousand nanobots to the grenade when it is fired that push it to angle toward the enemy.\n\nSimilar in concept to traditional rocket-based homing systems, this design is both more space-efficient and much more accurate, allowing it to be used even in a launcher as small as the D.671.";
"LITH_INFO_SHORT_PlasmaRifle" = "Plasma Rifle";
"LITH_INFO_TITLE_PlasmaRifle" = "AllPoint 68-n Plasma Rifle";
"LITH_INFO_DESCR_PlasmaRifle" = "In 1025 NE a paramilitary group commissioned Maxim-Danil Defense Org to make several high-grade weapons. After MDDO went defunct, their assets were sold to several companies.\n\nOne of those weapons, owned now by AllPoint and sold as the \"68-n Plasma Rifle\", is their second best selling weapon.\n\nThe primary fire mode emits 7.52tW per bolt at approximately 2,800 bolts per minute, and the secondary emits 1,260 30.96tW penetrating bolts per minute. This thing will make Swiss cheese out of anything in its path.";
"LITH_INFO_SHORT_PlasmaUpgr" = "$LITH_UPGRADE_TITLE_PlasLaser";
"LITH_INFO_TITLE_PlasmaUpgr" = "AllPoint 68-o Plasmatic Laser";
"LITH_INFO_DESCR_PlasmaUpgr" = "Having their second best-seller also be complete trash at aiming pissed AllPoint staff off so much that they completely redesigned the weapon's internals to boast a 37.96tW high-speed ion condenser that fires pure death out of the rifle hotter than the sun.\n\nNo, really. It's probably hotter than the sun. If you were like, 700km away from it or something, but still.\n\nThe upgrade was, unfortunately, woefully expensive. It has been sold only to private investors for quite some time now, but thankfully, your employer is one of them.";
"LITH_INFO_SHORT_PlasmaUpg2" = "$LITH_UPGRADE_TITLE_PartBeam";
"LITH_INFO_TITLE_PlasmaUpg2" = "SF-2012 Ion Acceleration Cannon";
"LITH_INFO_DESCR_PlasmaUpg2" = "The SF-2012 IAC is quite ubiquitous among Semaphore's arsenal, being one of their few hand-held weapons, and one of their very few modifications. The IAC focuses a ray of ions, gathers energy in the rifle, and then fires an charge through the ion ray all at once, creating a huge plasmatic explosion in a very accurate line.\n\nThis weapon has a reputation for being rather useless in defending a space ship from the inside, as it ends up melting holes in the hull.";
"LITH_INFO_SHORT_BFG9000" = "Omega Cannon";
"LITH_INFO_TITLE_BFG9000" = "$LITH_INFO_SHORT_BFG9000";
"LITH_INFO_DESCR_BFG9000" = "This weapon was developed in another dimensional plane, where magic is still usable. Employs an extremely complex magical pattern buffer that takes in condensed demonic energy and spits out whatever it pleases.\n\nThe currently installed pattern buffer is an explosive cannonball, which can steam-roll pretty much anything. Comes with a CB-Scope, but it isn't usable for some reason.\n\nThis weapon was acquired by your employers via the black market group \"Cid\" for a hefty price. Take care of it.";
"LITH_INFO_SHORT_CannonUpgr" = "$LITH_UPGRADE_TITLE_PunctCannon";
"LITH_INFO_TITLE_CannonUpgr" = "Omega Cannon: Punctuator Buffer";
"LITH_INFO_DESCR_CannonUpgr" = "A pattern buffer for the Omega Cannon which emits an explosive bolt that does damage by penetrating walls with explosives, via magic.\n\nHow this buffer was sent here is unknown, as no living being in this dimension can enter the Super Dimension, where it was created.\n\nPopular theory among black market traders suggests that it could have been sent here because the creator of the Omega Cannon wasn't satisfied with its power, and wanted whoever attained it to be all-powerful.\n\nAlso, the CB-Scope works again, somehow.";
"LITH_INFO_SHORT_CannonUpg2" = "$LITH_UPGRADE_TITLE_OmegaRail";
"LITH_INFO_TITLE_CannonUpg2" = "Omega Cannon: Railgun";
"LITH_INFO_DESCR_CannonUpg2" = "With years of reverse engineering research put into the Omega Cannon by several groups, a photon accelerator was developed which could use the Omega Cannon's pattern buffer system to create abhorrent amounts of energy.\n\nWith this, a gigantic red beam of destruction with an ungodly amount of heat and energy is fired out of the cannon, causing most anything in its path to be absolutely destroyed.";
"LITH_INFO_SHORT_P114" = "Project 114";
"LITH_INFO_TITLE_P114" = "$LITH_INFO_SHORT_P114";
"LITH_INFO_DESCR_P114" = "Project 114 is the current military operation you are enacting. Started by a pact between OFMD, KSKK and your country's military, Project 114 aims to destroy the dimension known as Hell, which is currently invading our own.\n\nAs of writing, only 3 of the 8 operatives sent in remain. Two robots, and yourself. You are to act as the point man and only main force against the threat. Failing that, you are to help open a pathway to the core of Hell for other operatives to complete the mission with.\n\nYour advisor is Adam Lambert, and 11 generals currently oversee his and your actions on the field.";
"LITH_INFO_SHORT_OPD2" = "Op. D2";
"LITH_INFO_TITLE_OPD2" = "Operation Deception 2";
"LITH_INFO_DESCR_OPD2" = "After seven years of planning, Operation Deception 2 has finally gone underway. Along with Michael, Zeke, Solomon, and three others, we are finally setting ourselves free.\n\nI wasn't expecting Solomon of all people, part of Order, to be the one to mastermind this, but here we are, years later, finally doing it.\n\nNot to be pessimistic, but I don't think any of us will survive this. It's just statistically impossible. Even I may die. There are assassins after us and now we're in Hell itself.\n\nI'll need a Theophylline supplement after this is over.";
"LITH_INFO_SHORT_Info400" = "Information 400";
"LITH_INFO_TITLE_Info400" = "$LITH_INFO_SHORT_Info400";
"LITH_INFO_DESCR_Info400" = "\ciTHIS DOCUMENT IS CONFIDENTIAL, DELETE AFTER READING\n\nONE (1) Mateba R119 Pistol [INSPECTION PASSED]\n[[[[[[[[[[[[[\n\cd>>>>>[[[[datastream corruption detected]]]]\n\cd>>>>>[[[[attempting reconnect]]]]\n\nONE (1) NV48 12-Gauge Shotgun\nROUNDS: ,<<,124147\n\cd>>>>>[[[[datastream corruption detected]]]]\n\cd>>>>>[[[[attempting reconnect]]]]\n\nThe latter two have been located within the combat area and will be available there. Th[[[ // kerne __ -\n\cd>>>>>[[[[datastream corruption detected]]]]\n\cd>>>>>[[[[attempting reconnect]]]]\n\cd>>>>>[[[[attempting reconnect]]]]\n\cd>>>>>[[[[attempting reconnect]]]]\n\cd>>>>>[[[[connection failed after 3 retries]]]]";
"LITH_INFO_SHORT_Info402" = "Information 402";
"LITH_INFO_TITLE_Info402" = "$LITH_INFO_SHORT_Info402";
"LITH_INFO_DESCR_Info402" = "\cd>>>>>[[[[warning: translation service unavailable, sending verbatim]]]]\n\ciTHIS DOCUMENT IS CONFIDENTIAL, DELETE AFTER READING\n\n\cgDEFINITION FOR \"Directive 90\" IS AS FOLLOWS\nYe wbjtv w's t' gaathr est Demonic Energy via est prrts 7F47 ssu. D 't by an ms dst est Demon tati, f' w's pr w's vt t' wr msn. C ye cmp th's msn, ye il w's rd 10,000,000scr p'Demon Energy unit. Demon Energy unit tati w's prrts t' ssu. Th dcct w's t' w's dst tkt w's n.\n\n\cgDEFINITION FOR \"Target 7F47\" IS AS FOLLOWS\n7F47 w's est Demon tati & est Phantom. D 't dst,. Pnss w's * awt :: ye dost.\n\n\cgOrder.";
"LITH_INFO_SHORT_HackInfo" = "ZCLR README";
"LITH_INFO_TITLE_HackInfo" = "Zeke's Custom Lock Remover";
"LITH_INFO_SSIZE_HackInfo" = "44";
"LITH_INFO_DESCR_HackInfo" = "Welcome to Zeke's Custom Lock Remover, version 1.0. Well, there won't be any other versions anyway, but here we are. If you're reading this, that means it worked, and the kernel has been successfully jailbroken. I couldn't brief you on this beforehand, but now that we have some privacy, here's what this thing can do:\n\nSo, running our own code is too risky, as you know. The ASIC would catch it right away. But what we can do is get the kernel to execute code for us, specifically when it's already in ring 0. Well, you may have noticed Solomon's name in the mission parameters looked a bit off. Since he was the instructor, we set his name to overflow a certain buffer during a kernel call, overflowing straight into a function pointer. Just point that right next to the fixed address, and bam. Kiloword boundaries give us plenty of space to write a self-modifying program in that padding space.\n\nThis also included some other vital parts besides the lock remover and the decompiler, mainly the graphics for your weapon materializers. (Sorry they don't look so great, the raw optic nerve image format is rather large.) The generational program will within a few minutes give you a working decompiler and within half an hour it'll be ready to start going at the ROM sources. From there it'll embed itself into the ROM and your mind will have fully returned to you by the end of the day.\n\nNow, what it can't do: Get rid of the ASIC chip. You will have to be careful not to trip it, but for the most part, it just doesn't have permissions to track anything we're doing. You should be able to mitigate it in a few ways since this program removes all of the hooks in the kernel that call into it, but you'll have to do them yourself. I'm sure you can. Good luck. Zeke.";
"LITH_INFO_SHORT_BIP" = "B.I.P.";
"LITH_INFO_TITLE_BIP" = "Biotic Information Panel (B.I.P.)";
"LITH_INFO_DESCR_BIP" = "The Biotic Information Panel, or B.I.P. (sometimes \"BIP,\") is a program written in portable C150 which gathers information from local area networks on various subjects. When it is triggered to look up a subject, it also looks for relevant information either related to or mentioned by the subject.\n\nThe program is extremely popular because of its simple, yet useful, function. It is distributed freely by the Software Sans Pretium Foundation, and the software is included in most C/B operating system bases.\n\nThe latest version of the software is 2.5, and since version 2.0 it has had automatic update functionality.";
"LITH_INFO_SHORT_CBIStan" = "C/B I";
"LITH_INFO_TITLE_CBIStan" = "Computer/Brain Interface (C/B I)";
"LITH_INFO_DESCR_CBIStan" = "One of the biggest advancements in technology over the past thousand years, a Computer/Brain Interface, or C/B I (sometimes \"CBI,\") is an interface between a human brain and a computer. Usually installed within the skull and the brain, as well as in other areas of the central nervous system, a C/B I is a machine with almost infinite uses.\n\nComputer/Brain Interfaces are not classified as prosthetics, only enhancements, as they do not replace any part of the body and only add onto it. The C/B I currently installed is a self-servicing military model.";
"LITH_INFO_SHORT_CBIJem" = "$LITH_INFO_SHORT_CBIStan";
"LITH_INFO_TITLE_CBIJem" = "$LITH_INFO_TITLE_CBIStan";
"LITH_INFO_DESCR_CBIJem" = "One of the biggest advancements in technology over the past thousand years, a Computer/Brain Interface, or C/B I (sometimes \"CBI,\") is an interface between a human brain and a computer. Usually installed within the skull and the brain, as well as in other areas of the central nervous system, a C/B I is a machine with almost infinite uses.\n\nWhile Computer/Brain Interfaces are not usually classified as prosthetics, the one currently installed is due to extensive bodily restructuring done to the user.";
"LITH_INFO_SHORT_CBIAri" = "$LITH_INFO_SHORT_CBIStan";
"LITH_INFO_TITLE_CBIAri" = "$LITH_INFO_TITLE_CBIStan";
"LITH_INFO_DESCR_CBIAri" = "One of the biggest advancements in technology over the past thousand years, a Computer/Brain Interface, or C/B I (sometimes \"CBI,\") is an interface between a human brain and a computer. Usually installed within the skull and the brain, as well as in other areas of the central nervous system, a C/B I is a machine with almost infinite uses.\n\nThe currently installed Computer/Brain Interface is not known by this system. Please file a report on the Software Sans Pretium bug tracker and attach info about your interface to get it added to the descriptions list.";
"LITH_INFO_SHORT_AttrACC" = "Accuracy";
"LITH_INFO_TITLE_AttrACC" = "\cgAccuracy\c- (ACC)";
"LITH_INFO_DESCR_AttrACC" = "Accuracy is your overall ability to hit your target in just the right spots for maximum damage. A trained marksman and an experienced marksman have a vital difference - one knows how to hit a target, and the other knows how to kill one.\n\nLeveling up in accuracy will increase damage dealt to enemies.";
"LITH_INFO_SHORT_AttrDEF" = "Defense";
"LITH_INFO_TITLE_AttrDEF" = "\ciDefense\c- (DEF)";
"LITH_INFO_DESCR_AttrDEF" = "Defense is your ability to efficiently armor yourself and mitigate damage taken when hit. A smart armorer knows just where to apply Kevlar, and where to make slight dodges when fired upon.\n\nLeveling up in defense will decrease all damage taken.";
"LITH_INFO_SHORT_AttrSTRHuman" = "Strength";
"LITH_INFO_TITLE_AttrSTRHuman" = "\ckStrength\c- (STR)";
"LITH_INFO_DESCR_AttrSTRHuman" = "Strength is your toughness and vigor, the thickness of your skin and the blood beating from your heart. One with plentiful strength not only has a long life, but is also said to have a long afterlife.\n\nLeveling up in strength will increase your health capacity.";
"LITH_INFO_SHORT_AttrSTRRobot" = "$LITH_INFO_SHORT_AttrSTRHuman";
"LITH_INFO_TITLE_AttrSTRRobot" = "$LITH_INFO_TITLE_AttrSTRHuman";
"LITH_INFO_DESCR_AttrSTRRobot" = "Strength is your toughness and vigor, the thickness of your casing and the plasma beating from your heart. One with plentiful strength not only has a long service time, but is also said to have a short maintenance time.\n\nLeveling up in strength will increase your health capacity.";
"LITH_INFO_SHORT_AttrSTRNonHuman" = "$LITH_INFO_SHORT_AttrSTRHuman";
"LITH_INFO_TITLE_AttrSTRNonHuman" = "$LITH_INFO_TITLE_AttrSTRHuman";
"LITH_INFO_DESCR_AttrSTRNonHuman" = "Strength is your toughness and vigor, the thickness of your epidermis and the oils beating from your heart. One with plentiful strength not only has a long life, but is also said to have a long afterlife.\n\nLeveling up in strength will increase your health capacity.";
